Circuit: * C:\Users\ariel\InformesTC\TP2\graficos\ejercicio4\spice\integrador.asc
vernier = 0.000696546
Gmin = 34.0315
vernier = 0.000928728
vernier = 0.000464364
Gmin = 33.994
vernier = 0.000619152
vernier = 0.000825535
vernier = 0.000412768
Gmin = 33.9555
vernier = 0.000550357
vernier = 0.000733809
Gmin = 33.9107
vernier = 0.000978411
vernier = 0.000489206
Gmin = 33.8672
vernier = 0.000652274
vernier = 0.000869699
vernier = 0.000434849
Gmin = 33.8258
vernier = 0.000579799
Gmin = 33.783
vernier = 0.000773065
vernier = 0.00103075
vernier = 0.000515377
Gmin = 33.7346
vernier = 0.000687169
Gmin = 33.6825
vernier = 0.000916225
vernier = 0.000458112
vernier = 0.000610816
Gmin = 33.6478
vernier = 0.000814421
vernier = 0.000407211
Gmin = 33.6152
vernier = 0.000542947
vernier = 0.00072393
Gmin = 33.5636
vernier = 0.000965239
vernier = 0.00048262
vernier = 0.000643493
Gmin = 33.5258
vernier = 0.00085799
vernier = 0.000428995
Gmin = 33.4881
vernier = 0.000571993
vernier = 0.000762658
Gmin = 33.4394
vernier = 0.00101688
vernier = 0.000508438
Gmin = 33.3969
vernier = 0.000677917
vernier = 0.00090389
vernier = 0.000451945
Gmin = 33.355
vernier = 0.000602593
Gmin = 33.3098
vernier = 0.000803457
vernier = 0.000401729
vernier = 0.000535638
Gmin = 33.2797
vernier = 0.000714184
vernier = 0.000952245
Gmin = 33.2228
vernier = 0.000476122
vernier = 0.00063483
Gmin = 33.1899
vernier = 0.000846439
vernier = 0.00042322
vernier = 0.000564293
Gmin = 33.1571
vernier = 0.00075239
Gmin = 33.1026
vernier = 0.00100319
vernier = 0.000501593
vernier = 0.000668791
Gmin = 33.0646
vernier = 0.000891721
vernier = 0.000445861
Gmin = 33.0278
vernier = 0.000594481
vernier = 0.000792641
vernier = 0.00059448
Gmin = 32.9897
vernier = 0.00079264
vernier = 0.00059448
Gmin = 32.9505
vernier = 0.00079264
vernier = 0.00059448
vernier = 0.00079264
vernier = 0.00059448
Gmin = 32.9212
vernier = 0.00079264
vernier = 0.00059448
Gmin = 32.8821
vernier = 0.00079264
vernier = 0.00059448
vernier = 0.000792639
Gmin = 32.8414
vernier = 0.00059448
vernier = 0.000792639
vernier = 0.000594479
Gmin = 32.8137
vernier = 0.000792639
vernier = 0.000594479
Gmin = 32.7747
vernier = 0.000792639
vernier = 0.000594479
vernier = 0.000792639
vernier = 0.000594479
Gmin = 32.7455
vernier = 0.000792638
vernier = 0.000594479
Gmin = 32.7066
vernier = 0.000792638
vernier = 0.000594479
vernier = 0.000792638
vernier = 0.000594478
Gmin = 32.6775
vernier = 0.000792638
vernier = 0.000594478
Gmin = 32.6386
vernier = 0.000792638
vernier = 0.000594478
vernier = 0.000792637
Gmin = 32.5982
vernier = 0.000594478
vernier = 0.000792637
vernier = 0.000594478
Gmin = 32.5708
vernier = 0.000792637
vernier = 0.000594478
Gmin = 32.5321
vernier = 0.000792637
vernier = 0.000594478
vernier = 0.000792637
vernier = 0.000594477
Gmin = 32.5031
vernier = 0.000792636
vernier = 0.000594477
Gmin = 32.4645
vernier = 0.000792636
vernier = 0.000594477
vernier = 0.000792636
vernier = 0.000594477
Gmin = 32.4355
vernier = 0.000792636
vernier = 0.000594477
Gmin = 32.397
vernier = 0.000792636
vernier = 0.000594477
vernier = 0.000792635
Gmin = 32.3569
vernier = 0.000594477
vernier = 0.000792635
vernier = 0.000594476
Gmin = 32.3297
vernier = 0.000792635
vernier = 0.000594476
Gmin = 32.2913
vernier = 0.000792635
vernier = 0.000594476
vernier = 0.000792635
vernier = 0.000594476
Gmin = 32.2625
vernier = 0.000792634
vernier = 0.000594476
Gmin = 32.2242
vernier = 0.000792634
vernier = 0.000594476
vernier = 0.000792634
vernier = 0.000594476
Gmin = 32.1954
vernier = 0.000792634
vernier = 0.000594475
Gmin = 32.1572
vernier = 0.000792634
vernier = 0.000594475
vernier = 0.000792633
Gmin = 32.1174
vernier = 0.000594475
vernier = 0.000792633
vernier = 0.000594475
Gmin = 32.0903
vernier = 0.000792633
vernier = 0.000594475
Gmin = 32.0522
vernier = 0.000792633
vernier = 0.000594475
vernier = 0.000792633
vernier = 0.000594474
Gmin = 32.0237
vernier = 0.000792632
vernier = 0.000594474
Gmin = 31.9856
vernier = 0.000792632
vernier = 0.000594474
vernier = 0.000792632
vernier = 0.000594474
Gmin = 31.9571
vernier = 0.000792632
vernier = 0.000594474
Gmin = 31.9191
vernier = 0.000792632
vernier = 0.000594474
vernier = 0.000792631
Gmin = 31.8796
vernier = 0.000594474
vernier = 0.000792631
vernier = 0.000594473
Gmin = 31.8528
vernier = 0.000792631
vernier = 0.000594473
Gmin = 31.8149
vernier = 0.000792631
vernier = 0.000594473
vernier = 0.000792631
vernier = 0.000594473
Gmin = 31.7866
vernier = 0.00079263
vernier = 0.000594473
Gmin = 31.7488
vernier = 0.00079263
vernier = 0.000594473
vernier = 0.00079263
vernier = 0.000594473
Gmin = 31.7205
vernier = 0.00079263
vernier = 0.000594472
Gmin = 31.6828
vernier = 0.00079263
vernier = 0.000594472
vernier = 0.000792629
Gmin = 31.6436
vernier = 0.000594472
vernier = 0.000792629
vernier = 0.000594472
Gmin = 31.617
vernier = 0.000792629
vernier = 0.000594472
Gmin = 31.5794
vernier = 0.000792629
vernier = 0.000594472
vernier = 0.000792629
vernier = 0.000594471
Gmin = 31.5513
vernier = 0.000792628
vernier = 0.000594471
Gmin = 31.5138
vernier = 0.000792628
vernier = 0.000594471
vernier = 0.000792628
vernier = 0.000594471
Gmin = 31.4857
vernier = 0.000792628
vernier = 0.000594471
Gmin = 31.4483
vernier = 0.000792628
vernier = 0.000594471
vernier = 0.000792627
Gmin = 31.4094
vernier = 0.000594471
vernier = 0.000792627
vernier = 0.00059447
Gmin = 31.3829
vernier = 0.000792627
vernier = 0.00059447
Gmin = 31.3456
vernier = 0.000792627
vernier = 0.00059447
vernier = 0.000792627
vernier = 0.00059447
Gmin = 31.3177
vernier = 0.000792626
vernier = 0.00059447
Gmin = 31.2805
vernier = 0.000792626
vernier = 0.00059447
vernier = 0.000792626
vernier = 0.00059447
Gmin = 31.2526
vernier = 0.000792626
vernier = 0.000594469
Gmin = 31.2155
vernier = 0.000792626
vernier = 0.000594469
vernier = 0.000792625
Gmin = 31.1769
vernier = 0.000594469
vernier = 0.000792625
vernier = 0.000594469
Gmin = 31.1506
vernier = 0.000792625
vernier = 0.000594469
Gmin = 31.1136
vernier = 0.000792625
vernier = 0.000594469
vernier = 0.000792625
vernier = 0.000594469
Gmin = 31.0859
vernier = 0.000792625
vernier = 0.000594468
Gmin = 31.0489
vernier = 0.000792624
vernier = 0.000594468
vernier = 0.000792624
vernier = 0.000594468
Gmin = 31.0213
vernier = 0.000792624
vernier = 0.000594468
Gmin = 30.9844
vernier = 0.000792624
vernier = 0.000594468
vernier = 0.000792624
Gmin = 30.9461
vernier = 0.000594468
vernier = 0.000792623
vernier = 0.000594467
Gmin = 30.92
vernier = 0.000792623
vernier = 0.000594467
Gmin = 30.8833
vernier = 0.000792623
vernier = 0.000594467
vernier = 0.000792623
vernier = 0.000594467
Gmin = 30.8557
vernier = 0.000792623
vernier = 0.000594467
Gmin = 30.8191
vernier = 0.000792622
vernier = 0.000594467
vernier = 0.000792622
vernier = 0.000594467
Gmin = 30.7916
vernier = 0.000792622
vernier = 0.000594466
Gmin = 30.755
vernier = 0.000792622
vernier = 0.000594466
vernier = 0.000792622
Gmin = 30.717
vernier = 0.000594466
vernier = 0.000792621
vernier = 0.000594466
Gmin = 30.6911
vernier = 0.000792621
vernier = 0.000594466
Gmin = 30.6547
vernier = 0.000792621
vernier = 0.000594466
vernier = 0.000792621
vernier = 0.000594466
Gmin = 30.6273
vernier = 0.000792621
vernier = 0.000594465
Gmin = 30.5909
vernier = 0.00079262
vernier = 0.000594465
vernier = 0.00079262
vernier = 0.000594465
Gmin = 30.5637
vernier = 0.00079262
vernier = 0.000594465
Gmin = 30.5274
vernier = 0.00079262
vernier = 0.000594465
vernier = 0.00079262
Gmin = 30.4896
vernier = 0.000594465
vernier = 0.000792619
vernier = 0.000594465
Gmin = 30.4639
vernier = 0.000792619
vernier = 0.000594464
Gmin = 30.4277
vernier = 0.000792619
vernier = 0.000594464
vernier = 0.000792619
vernier = 0.000594464
Gmin = 30.4006
vernier = 0.000792619
vernier = 0.000594464
Gmin = 30.3645
vernier = 0.000792618
vernier = 0.000594464
vernier = 0.000792618
vernier = 0.000594464
Gmin = 30.3374
vernier = 0.000792618
vernier = 0.000594463
Gmin = 30.3014
vernier = 0.000792618
vernier = 0.000594463
vernier = 0.000792618
Gmin = 30.2639
vernier = 0.000594463
vernier = 0.000792617
vernier = 0.000594463
Gmin = 30.2384
vernier = 0.000792617
vernier = 0.000594463
Gmin = 30.2025
vernier = 0.000792617
vernier = 0.000594463
vernier = 0.000792617
vernier = 0.000594463
Gmin = 30.1756
vernier = 0.000792617
vernier = 0.000594462
Gmin = 30.1397
vernier = 0.000792616
vernier = 0.000594462
vernier = 0.000792616
vernier = 0.000594462
Gmin = 30.1128
vernier = 0.000792616
vernier = 0.000594462
Gmin = 30.0771
vernier = 0.000792616
vernier = 0.000594462
vernier = 0.000792616
Gmin = 30.0398
vernier = 0.000594462
vernier = 0.000792615
vernier = 0.000594462
Gmin = 30.0146
vernier = 0.000792615
vernier = 0.000594461
Gmin = 29.9789
vernier = 0.000792615
vernier = 0.000594461
vernier = 0.000792615
vernier = 0.000594461
Gmin = 29.9522
vernier = 0.000792615
vernier = 0.000594461
Gmin = 29.9166
vernier = 0.000792614
vernier = 0.000594461
vernier = 0.000792614
vernier = 0.000594461
Gmin = 29.8899
vernier = 0.000792614
vernier = 0.00059446
Gmin = 29.8544
vernier = 0.000792614
vernier = 0.00059446
vernier = 0.000792614
Gmin = 29.8175
vernier = 0.00059446
vernier = 0.000792613
vernier = 0.00059446
Gmin = 29.7924
vernier = 0.000792613
vernier = 0.00059446
Gmin = 29.757
vernier = 0.000792613
vernier = 0.00059446
vernier = 0.000792613
vernier = 0.00059446
Gmin = 29.7305
vernier = 0.000792613
vernier = 0.000594459
Gmin = 29.6951
vernier = 0.000792612
vernier = 0.000594459
vernier = 0.000792612
vernier = 0.000594459
Gmin = 29.6687
vernier = 0.000792612
vernier = 0.000594459
Gmin = 29.6334
vernier = 0.000792612
vernier = 0.000594459
vernier = 0.000792612
Gmin = 29.5967
vernier = 0.000594459
vernier = 0.000792611
vernier = 0.000594459
Gmin = 29.5718
vernier = 0.000792611
vernier = 0.000594458
Gmin = 29.5367
vernier = 0.000792611
vernier = 0.000594458
vernier = 0.000792611
vernier = 0.000594458
Gmin = 29.5104
vernier = 0.000792611
vernier = 0.000594458
Gmin = 29.4753
vernier = 0.00079261
vernier = 0.000594458
vernier = 0.00079261
vernier = 0.000594458
Gmin = 29.449
vernier = 0.00079261
vernier = 0.000594458
Gmin = 29.414
vernier = 0.00079261
vernier = 0.000594457
vernier = 0.00079261
Gmin = 29.3776
vernier = 0.000594457
vernier = 0.000792609
vernier = 0.000594457
Gmin = 29.3529
vernier = 0.000792609
vernier = 0.000594457
Gmin = 29.318
vernier = 0.000792609
vernier = 0.000594457
vernier = 0.000792609
vernier = 0.000594457
Gmin = 29.2919
vernier = 0.000445842
Gmin = 29.2625
vernier = 0.000594456
vernier = 0.000445842
vernier = 0.000594456
vernier = 0.000445842
Gmin = 29.243
vernier = 0.000594456
vernier = 0.000445842
Gmin = 29.2169
vernier = 0.000594456
vernier = 0.000445842
vernier = 0.000594456
vernier = 0.000445842
Gmin = 29.1974
vernier = 0.000594456
vernier = 0.000445842
Gmin = 29.1714
vernier = 0.000594456
vernier = 0.000445842
vernier = 0.000594455
Gmin = 29.1443
vernier = 0.000445842
vernier = 0.000594455
vernier = 0.000445841
Gmin = 29.1259
vernier = 0.000594455
vernier = 0.000445841
Gmin = 29.0999
vernier = 0.000594455
vernier = 0.000445841
vernier = 0.000594455
vernier = 0.000445841
Gmin = 29.0805
vernier = 0.000594455
vernier = 0.000445841
Gmin = 29.0546
vernier = 0.000594455
vernier = 0.000445841
vernier = 0.000594454
vernier = 0.000445841
Gmin = 29.0351
vernier = 0.000594454
vernier = 0.000445841
Gmin = 29.0093
vernier = 0.000594454
vernier = 0.000445841
vernier = 0.000594454
Gmin = 28.9823
vernier = 0.00044584
vernier = 0.000594454
vernier = 0.00044584
Gmin = 28.964
vernier = 0.000594454
vernier = 0.00044584
Gmin = 28.9382
vernier = 0.000594454
vernier = 0.00044584
vernier = 0.000594453
vernier = 0.00044584
Gmin = 28.9189
vernier = 0.000594453
vernier = 0.00044584
Gmin = 28.8931
vernier = 0.000594453
vernier = 0.00044584
vernier = 0.000594453
vernier = 0.00044584
Gmin = 28.8738
vernier = 0.000594453
vernier = 0.00044584
Gmin = 28.848
vernier = 0.000594453
vernier = 0.000445839
vernier = 0.000594452
Gmin = 28.8213
vernier = 0.000445839
vernier = 0.000594452
vernier = 0.000445839
Gmin = 28.8031
vernier = 0.000594452
vernier = 0.000445839
Gmin = 28.7774
vernier = 0.000594452
vernier = 0.000445839
vernier = 0.000594452
vernier = 0.000445839
Gmin = 28.7582
vernier = 0.000594452
vernier = 0.000445839
Gmin = 28.7325
vernier = 0.000594452
vernier = 0.000445839
vernier = 0.000594451
vernier = 0.000445839
Gmin = 28.7133
vernier = 0.000594451
vernier = 0.000445838
Gmin = 28.6877
vernier = 0.000594451
vernier = 0.000445838
vernier = 0.000594451
Gmin = 28.6611
vernier = 0.000445838
vernier = 0.000594451
vernier = 0.000445838
Gmin = 28.643
vernier = 0.000594451
vernier = 0.000445838
Gmin = 28.6175
vernier = 0.000594451
vernier = 0.000445838
vernier = 0.00059445
vernier = 0.000445838
Gmin = 28.5983
vernier = 0.00059445
vernier = 0.000445838
Gmin = 28.5729
vernier = 0.00059445
vernier = 0.000445838
vernier = 0.00059445
vernier = 0.000445837
Gmin = 28.5538
vernier = 0.00059445
vernier = 0.000445837
Gmin = 28.5283
vernier = 0.00059445
vernier = 0.000445837
vernier = 0.00059445
Gmin = 28.5018
vernier = 0.000445837
vernier = 0.000594449
vernier = 0.000445837
Gmin = 28.4838
vernier = 0.000594449
vernier = 0.000445837
Gmin = 28.4584
vernier = 0.000594449
vernier = 0.000445837
vernier = 0.000594449
vernier = 0.000445837
Gmin = 28.4394
vernier = 0.000594449
vernier = 0.000445837
Gmin = 28.4141
vernier = 0.000594449
vernier = 0.000445836
vernier = 0.000594448
vernier = 0.000445836
Gmin = 28.3951
vernier = 0.000594448
vernier = 0.000445836
Gmin = 28.3698
vernier = 0.000594448
vernier = 0.000445836
vernier = 0.000594448
Gmin = 28.3434
vernier = 0.000445836
vernier = 0.000594448
vernier = 0.000445836
Gmin = 28.3255
vernier = 0.000594448
vernier = 0.000445836
Gmin = 28.3003
vernier = 0.000594448
vernier = 0.000445836
vernier = 0.000594447
vernier = 0.000445836
Gmin = 28.2814
vernier = 0.000594447
vernier = 0.000445835
Gmin = 28.2562
vernier = 0.000594447
vernier = 0.000445835
vernier = 0.000594447
vernier = 0.000445835
Gmin = 28.2373
vernier = 0.000594447
vernier = 0.000445835
Gmin = 28.2121
vernier = 0.000594447
vernier = 0.000445835
vernier = 0.000594447
Gmin = 28.1859
vernier = 0.000445835
vernier = 0.000594446
vernier = 0.000445835
Gmin = 28.1681
vernier = 0.000594446
vernier = 0.000445835
Gmin = 28.143
vernier = 0.000594446
vernier = 0.000445835
vernier = 0.000594446
vernier = 0.000445834
Gmin = 28.1242
vernier = 0.000594446
vernier = 0.000445834
Gmin = 28.0992
vernier = 0.000594446
vernier = 0.000445834
vernier = 0.000594445
vernier = 0.000445834
Gmin = 28.0804
vernier = 0.000594445
vernier = 0.000445834
Gmin = 28.0553
vernier = 0.000594445
vernier = 0.000445834
vernier = 0.000594445
Gmin = 28.0293
vernier = 0.000445834
vernier = 0.000594445
vernier = 0.000445834
Gmin = 28.0116
vernier = 0.000594445
vernier = 0.000445834
Gmin = 27.9866
vernier = 0.000594445
vernier = 0.000445833
vernier = 0.000594444
vernier = 0.000445833
Gmin = 27.9679
vernier = 0.000594444
vernier = 0.000445833
Gmin = 27.943
vernier = 0.000594444
vernier = 0.000445833
vernier = 0.000594444
vernier = 0.000445833
Gmin = 27.9243
vernier = 0.000594444
vernier = 0.000445833
Gmin = 27.8994
vernier = 0.000594444
vernier = 0.000445833
vernier = 0.000594444
Gmin = 27.8735
vernier = 0.000445833
vernier = 0.000594443
vernier = 0.000445833
Gmin = 27.8559
vernier = 0.000594443
vernier = 0.000445832
Gmin = 27.8311
vernier = 0.000594443
vernier = 0.000445832
vernier = 0.000594443
vernier = 0.000445832
Gmin = 27.8125
vernier = 0.000594443
vernier = 0.000445832
Gmin = 27.7877
vernier = 0.000594443
vernier = 0.000445832
vernier = 0.000594443
vernier = 0.000445832
Gmin = 27.7691
vernier = 0.000594442
vernier = 0.000445832
Gmin = 27.7444
vernier = 0.000594442
vernier = 0.000445832
vernier = 0.000594442
Gmin = 27.7186
vernier = 0.000445832
vernier = 0.000594442
vernier = 0.000445831
Gmin = 27.7011
vernier = 0.000594442
vernier = 0.000445831
Gmin = 27.6765
vernier = 0.000594442
vernier = 0.000445831
vernier = 0.000594441
vernier = 0.000445831
Gmin = 27.658
vernier = 0.000594441
vernier = 0.000445831
Gmin = 27.6333
vernier = 0.000594441
vernier = 0.000445831
vernier = 0.000594441
vernier = 0.000445831
Gmin = 27.6148
vernier = 0.000594441
vernier = 0.000445831
Gmin = 27.5902
vernier = 0.000594441
vernier = 0.000445831
vernier = 0.000594441
Gmin = 27.5646
vernier = 0.00044583
vernier = 0.00059444
vernier = 0.00044583
Gmin = 27.5472
vernier = 0.00059444
vernier = 0.00044583
Gmin = 27.5227
vernier = 0.00059444
vernier = 0.00044583
vernier = 0.00059444
vernier = 0.00044583
Gmin = 27.5043
vernier = 0.00059444
vernier = 0.00044583
Gmin = 27.4797
vernier = 0.00059444
vernier = 0.00044583
vernier = 0.00059444
vernier = 0.00044583
Gmin = 27.4614
vernier = 0.000594439
vernier = 0.00044583
Gmin = 27.4369
vernier = 0.000594439
vernier = 0.000445829
vernier = 0.000594439
Gmin = 27.4114
vernier = 0.000445829
vernier = 0.000594439
vernier = 0.000445829
Gmin = 27.3941
vernier = 0.000594439
vernier = 0.000445829
Gmin = 27.3697
vernier = 0.000594439
vernier = 0.000445829
vernier = 0.000594439
vernier = 0.000445829
Gmin = 27.3514
vernier = 0.000594438
vernier = 0.000445829
Gmin = 27.327
vernier = 0.000594438
vernier = 0.000445829
vernier = 0.000594438
vernier = 0.000445829
Gmin = 27.3088
vernier = 0.000594438
vernier = 0.000445828
Gmin = 27.2844
vernier = 0.000594438
vernier = 0.000445828
vernier = 0.000594438
Gmin = 27.2591
vernier = 0.000445828
vernier = 0.000594437
vernier = 0.000445828
Gmin = 27.2419
vernier = 0.000594437
vernier = 0.000445828
Gmin = 27.2176
vernier = 0.000594437
vernier = 0.000445828
vernier = 0.000594437
vernier = 0.000445828
Gmin = 27.1994
vernier = 0.000594437
vernier = 0.000445828
Gmin = 27.1752
vernier = 0.000594437
vernier = 0.000445828
vernier = 0.000594437
vernier = 0.000445827
Gmin = 27.157
vernier = 0.000594436
vernier = 0.000445827
Gmin = 27.1328
vernier = 0.000594436
vernier = 0.000445827
vernier = 0.000594436
Gmin = 27.1076
vernier = 0.000445827
vernier = 0.000594436
vernier = 0.000445827
Gmin = 27.0905
vernier = 0.000594436
vernier = 0.000445827
Gmin = 27.0664
vernier = 0.000594436
vernier = 0.000445827
vernier = 0.000594436
vernier = 0.000445827
Gmin = 27.0483
vernier = 0.000594435
vernier = 0.000445827
Gmin = 27.0242
vernier = 0.000594435
vernier = 0.000445826
vernier = 0.000594435
vernier = 0.000445826
Gmin = 27.0061
vernier = 0.000594435
vernier = 0.000445826
Gmin = 26.982
vernier = 0.000594435
vernier = 0.000445826
vernier = 0.000594435
Gmin = 26.957
vernier = 0.000445826
vernier = 0.000594434
vernier = 0.000445826
Gmin = 26.94
vernier = 0.000594434
vernier = 0.000445826
Gmin = 26.916
vernier = 0.000594434
vernier = 0.000445826
vernier = 0.000594434
vernier = 0.000445826
Gmin = 26.898
vernier = 0.000594434
vernier = 0.000445825
Gmin = 26.874
vernier = 0.000594434
vernier = 0.000445825
vernier = 0.000594434
vernier = 0.000445825
Gmin = 26.856
vernier = 0.000594433
vernier = 0.000445825
Gmin = 26.8321
vernier = 0.000594433
vernier = 0.000445825
vernier = 0.000594433
Gmin = 26.8072
vernier = 0.000445825
vernier = 0.000594433
vernier = 0.000445825
Gmin = 26.7903
vernier = 0.000594433
vernier = 0.000445825
Gmin = 26.7664
vernier = 0.000594433
vernier = 0.000445825
vernier = 0.000594433
vernier = 0.000445824
Gmin = 26.7485
vernier = 0.000594432
vernier = 0.000445824
Gmin = 26.7247
vernier = 0.000594432
vernier = 0.000445824
vernier = 0.000594432
vernier = 0.000445824
Gmin = 26.7068
vernier = 0.000594432
vernier = 0.000445824
Gmin = 26.683
vernier = 0.000594432
vernier = 0.000445824
vernier = 0.000594432
Gmin = 26.6582
vernier = 0.000445824
vernier = 0.000594432
vernier = 0.000445824
Gmin = 26.6414
vernier = 0.000594431
vernier = 0.000445824
Gmin = 26.6176
vernier = 0.000594431
vernier = 0.000445823
vernier = 0.000594431
vernier = 0.000445823
Gmin = 26.5998
vernier = 0.000594431
vernier = 0.000445823
Gmin = 26.5761
vernier = 0.000594431
vernier = 0.000445823
vernier = 0.000594431
vernier = 0.000445823
Gmin = 26.5584
vernier = 0.00059443
vernier = 0.000445823
Gmin = 26.5347
vernier = 0.00059443
vernier = 0.000445823
vernier = 0.00059443
Gmin = 26.5101
vernier = 0.000445823
vernier = 0.00059443
vernier = 0.000445823
Gmin = 26.4933
vernier = 0.00059443
vernier = 0.000445822
Gmin = 26.4697
vernier = 0.00059443
vernier = 0.000445822
vernier = 0.00059443
vernier = 0.000445822
Gmin = 26.452
vernier = 0.000594429
vernier = 0.000445822
Gmin = 26.4285
vernier = 0.000594429
vernier = 0.000445822
vernier = 0.000594429
vernier = 0.000445822
Gmin = 26.4108
vernier = 0.000594429
vernier = 0.000445822
Gmin = 26.3873
vernier = 0.000594429
vernier = 0.000445822
vernier = 0.000594429
Gmin = 26.3628
vernier = 0.000445822
vernier = 0.000594429
vernier = 0.000445821
Gmin = 26.3461
vernier = 0.000594428
vernier = 0.000445821
Gmin = 26.3226
vernier = 0.000594428
vernier = 0.000445821
vernier = 0.000594428
vernier = 0.000445821
Gmin = 26.305
vernier = 0.000594428
vernier = 0.000445821
Gmin = 26.2816
vernier = 0.000594428
vernier = 0.000445821
vernier = 0.000594428
vernier = 0.000445821
Gmin = 26.264
vernier = 0.000594428
vernier = 0.000445821
Gmin = 26.2406
vernier = 0.000594427
vernier = 0.000445821
vernier = 0.000594427
Gmin = 26.2163
vernier = 0.00044582
vernier = 0.000594427
vernier = 0.00044582
Gmin = 26.1997
vernier = 0.000594427
vernier = 0.00044582
Gmin = 26.1764
vernier = 0.000594427
vernier = 0.00044582
vernier = 0.000594427
vernier = 0.00044582
Gmin = 26.1589
vernier = 0.000594426
vernier = 0.00044582
Gmin = 26.1356
vernier = 0.000594426
vernier = 0.00044582
vernier = 0.000594426
vernier = 0.00044582
Gmin = 26.1181
vernier = 0.000594426
vernier = 0.00044582
Gmin = 26.0948
vernier = 0.000594426
vernier = 0.000445819
vernier = 0.000594426
Gmin = 26.0706
vernier = 0.000445819
vernier = 0.000594426
vernier = 0.000445819
Gmin = 26.0541
vernier = 0.000594425
vernier = 0.000445819
Gmin = 26.0309
vernier = 0.000594425
vernier = 0.000445819
vernier = 0.000594425
vernier = 0.000445819
Gmin = 26.0135
vernier = 0.000594425
vernier = 0.000445819
Gmin = 25.9903
vernier = 0.000594425
vernier = 0.000445819
vernier = 0.000594425
vernier = 0.000445819
Gmin = 25.9729
vernier = 0.000594425
vernier = 0.000445818
Gmin = 25.9498
vernier = 0.000594424
vernier = 0.000445818
vernier = 0.000594424
Gmin = 25.9257
vernier = 0.000445818
vernier = 0.000594424
vernier = 0.000445818
Gmin = 25.9093
vernier = 0.000594424
vernier = 0.000445818
Gmin = 25.8863
vernier = 0.000594424
vernier = 0.000445818
vernier = 0.000594424
vernier = 0.000445818
Gmin = 25.8689
vernier = 0.000594423
vernier = 0.000445818
Gmin = 25.8459
vernier = 0.000594423
vernier = 0.000445818
vernier = 0.000594423
vernier = 0.000445817
Gmin = 25.8286
vernier = 0.000594423
vernier = 0.000445817
Gmin = 25.8056
vernier = 0.000594423
vernier = 0.000445817
vernier = 0.000594423
Gmin = 25.7816
vernier = 0.000445817
vernier = 0.000594423
vernier = 0.000445817
Gmin = 25.7654
vernier = 0.000594422
vernier = 0.000445817
Gmin = 25.7424
vernier = 0.000594422
vernier = 0.000445817
vernier = 0.000594422
vernier = 0.000445817
Gmin = 25.7252
vernier = 0.000594422
vernier = 0.000445817
Gmin = 25.7023
vernier = 0.000594422
vernier = 0.000445816
vernier = 0.000594422
vernier = 0.000445816
Gmin = 25.6851
vernier = 0.000594422
vernier = 0.000445816
Gmin = 25.6622
vernier = 0.000594421
vernier = 0.000445816
vernier = 0.000594421
Gmin = 25.6384
vernier = 0.000445816
vernier = 0.000594421
vernier = 0.000445816
Gmin = 25.6222
vernier = 0.000594421
vernier = 0.000445816
Gmin = 25.5994
vernier = 0.000594421
vernier = 0.000445816
vernier = 0.000594421
vernier = 0.000445816
Gmin = 25.5822
vernier = 0.000594421
vernier = 0.000445815
Gmin = 25.5594
vernier = 0.00059442
vernier = 0.000445815
vernier = 0.00059442
vernier = 0.000445815
Gmin = 25.5424
vernier = 0.00059442
vernier = 0.000445815
Gmin = 25.5196
vernier = 0.00059442
vernier = 0.000445815
vernier = 0.00059442
Gmin = 25.4959
vernier = 0.000445815
vernier = 0.00059442
vernier = 0.000445815
Gmin = 25.4798
vernier = 0.000594419
vernier = 0.000445815
Gmin = 25.4571
vernier = 0.000594419
vernier = 0.000445815
vernier = 0.000594419
vernier = 0.000445814
Gmin = 25.4401
vernier = 0.000594419
vernier = 0.000445814
Gmin = 25.4174
vernier = 0.000594419
vernier = 0.000445814
vernier = 0.000594419
vernier = 0.000445814
Gmin = 25.4004
vernier = 0.000594419
vernier = 0.000445814
Gmin = 25.3778
vernier = 0.000594418
vernier = 0.000445814
Gmin = 0
Gmin stepping failed

Starting source stepping with srcstepmethod=0
Source Step = 3.0303%
vernier = 0.25
Source Step = 0.0828598%
Source Step = 0.201231%
Source Step = 0.319602%
Source Step = 0.437973%
Source Step = 0.556345%
vernier = 0.00585938
Source Step = 0.710227%
Source Step = 0.887784%
Source Step = 1.06534%
Source Step = 1.2429%
Source Step = 1.42045%
vernier = 0.00878906
Source Step = 1.6424%
Source Step = 1.90874%
Source Step = 2.17507%
Source Step = 2.44141%
Source Step = 2.70774%
vernier = 0.0131836
Source Step = 3.02734%
Source Step = 3.42685%
Source Step = 3.82635%
Source Step = 4.22585%
Source Step = 4.62536%
vernier = 0.0197754
Source Step = 5.08478%
Source Step = 5.68404%
Source Step = 6.28329%
Source Step = 6.88255%
Source Step = 7.4818%
vernier = 0.0296631
Source Step = 8.14098%
Source Step = 9.03986%
Source Step = 9.93874%
Source Step = 10.8376%
Source Step = 11.7365%
vernier = 0.0444946
Source Step = 12.6803%
vernier = 0.0111237
Source Step = 12.8826%
Source Step = 13.2197%
Source Step = 13.5567%
Source Step = 13.8938%
Source Step = 14.2309%
vernier = 0.0166855
Source Step = 14.7197%
Source Step = 15.2253%
Source Step = 15.7309%
Source Step = 16.2365%
Source Step = 16.7422%
vernier = 0.0250282
Source Step = 17.45%
Source Step = 18.2085%
